artist,artwork,year,location,image_url,artwork_id,artist_id,category,museum,material,genre,art_type,movement
Eugène Delacroix,The Barque of Dante,1822,Louvre Museum,http://commons.wikimedia.org/wiki/Special:FilePath/Eug%C3%A8ne%20Delacroix%20-%20The%20Barque%20of%20Dante.jpg?width=400,b1bfc4bf0657,f743fab27963,Painting,Room 700,oil paint,genre art,painting,Romanticism
Eugène Delacroix,Medea About to Kill Her Children,1838,Louvre Museum,http://commons.wikimedia.org/wiki/Special:FilePath/Eug%C3%A8ne%20Delacroix%20-%20Medea%20about%20to%20Kill%20her%20Children%20-%20Mus%C3%A9e%20du%20Louvre.jpg?width=400,94d03a30720d,f743fab27963,Painting,Room 942,oil paint,mythological painting,painting,Unknown
Eugène Delacroix,The Lion Hunt,1855,Art Institute of Chicago,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Lion%20Hunt%20%28Eug%C3%A8ne%20Delacroix%29%20-%20Nationalmuseum%20-%2023399.tif?width=400,01e544d602b2,f743fab27963,Painting,Unknown,oil paint,animal art,painting series,Orientalism
Eugène Delacroix,Christ on the Sea of Galilee,1854,Metropolitan Museum of Art,http://commons.wikimedia.org/wiki/Special:FilePath/Eug%C3%A8ne%20Delacroix%20-%20Christ%20on%20the%20Sea%20of%20Galilee%20-%20Google%20Art%20Project.jpg?width=400,a1d68555f78b,f743fab27963,Painting,The Nelson-Atkins Museum of Art,oil paint,religious art,painting,Unknown
Édouard Manet,Olympia,1863,Musée d'Orsay,http://commons.wikimedia.org/wiki/Special:FilePath/Edouard%20Manet%20-%20Olympia%20-%20Google%20Art%20Project%203.jpg?width=400,81b3a6fa2fde,5442d89c3e3e,Painting,Musée d'Orsay,oil paint,nude,painting,Impressionism
Édouard Manet,A Bar at the Folies-Bergère,1882,Courtauld Gallery,http://commons.wikimedia.org/wiki/Special:FilePath/Un%20bar%20aux%20Folies-Berg%C3%A8re%20d%27E.%20Manet%20%28Fondation%20Vuitton%2C%20Paris%29%20%2833539037428%29.jpg?width=400,1898bdb0eba7,5442d89c3e3e,Painting,Courtauld Gallery,oil paint,portrait,painting,Impressionism
Édouard Manet,The Balcony,1868,Musée d'Orsay,http://commons.wikimedia.org/wiki/Special:FilePath/Edouard%20Manet%20-%20The%20Balcony%20-%20Google%20Art%20Project.jpg?width=400,f9607fb15001,5442d89c3e3e,Painting,Musée d'Orsay,oil paint,genre art,painting,Unknown
Édouard Manet,Berthe Morisot with a Bouquet of Violets,1872,Museum of Fine Arts (Boston),http://commons.wikimedia.org/wiki/Special:FilePath/Edouard%20Manet%20-%20Berthe%20Morisot%20With%20a%20Bouquet%20of%20Violets%20-%20Google%20Art%20Project.jpg?width=400,fc247d1d9e31,5442d89c3e3e,Painting,Musée d'Orsay,oil paint,portrait,painting,Impressionism
Édouard Manet,The Railway,1873,National Gallery of Art (Washington),http://commons.wikimedia.org/wiki/Special:FilePath/Edouard%20Manet%20-%20Le%20Chemin%20de%20fer%20-%20Google%20Art%20Project.jpg?width=400,cb046c9ca8e3,5442d89c3e3e,Painting,National Gallery of Art,oil paint,portrait,painting,Unknown
Édouard Manet,The Plum,1878,National Gallery of Art (Washington),http://commons.wikimedia.org/wiki/Special:FilePath/Edouard%20Manet%20-%20The%20Plum%20-%20National%20Gallery%20of%20Art.jpg?width=400,23fd10699a86,5442d89c3e3e,Painting,National Gallery of Art,oil paint,genre art,painting,Unknown
Édouard Manet,The Spanish Singer,1860,Metropolitan Museum of Art,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Spanish%20Singer%20MET%20dp130799.jpg?width=400,805f51683d12,5442d89c3e3e,Painting,Metropolitan Museum of Art,oil paint,portrait,painting,academic art
Édouard Manet,The Dead Toreador,1864,National Gallery of Art (Washington),http://commons.wikimedia.org/wiki/Special:FilePath/Edouard%20Manet%20073%20%28Toter%20Torero%29.jpg?width=400,39cbd1f02f77,5442d89c3e3e,Painting,National Gallery of Art,oil paint,genre art,painting,Impressionism
Édouard Manet,The Execution of Emperor Maximilian,1868,National Gallery (London),http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89douard%20Manet%20-%20L%27execution%20de%20Maximilien%20%28London%29.jpg?width=400,c4cf16ee69b7,5442d89c3e3e,Painting,National Gallery,oil paint,Unknown,painting,Unknown
Claude Monet,Rouen Cathedral Series,1894,Various Museums,http://commons.wikimedia.org/wiki/Special:FilePath/RouenCathedral%20Monet%201894.jpg?width=400,06d3180be6ae,5c37529dab98,Painting,Musée d'Orsay,oil paint,architectural view,painting series,Impressionism
Claude Monet,The Japanese Bridge,1899,National Gallery (Washington),http://commons.wikimedia.org/wiki/Special:FilePath/Monet%20w1922.jpg?width=400,20a8567918c8,5c37529dab98,Painting,National Gallery,oil paint,Unknown,painting,Unknown
Claude Monet,The Artist's Garden at Giverny,1900,Musée d'Orsay,http://commons.wikimedia.org/wiki/Special:FilePath/Monet%20-%20Monets%20Garten%20in%20Giverny.jpg?width=400,cc60604bf059,5c37529dab98,Painting,Musée d'Orsay,oil paint,garden,painting,Impressionism
Claude Monet,Women in the Garden,1866,Musée d'Orsay,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Monet%20024.jpg?width=400,042dda9bec73,5c37529dab98,Painting,Musée d'Orsay,oil paint,portrait,painting,Impressionism
Claude Monet,The Cliff Walk at Pourville,1882,Art Institute of Chicago,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Monet%20-%20Cliff%20Walk%20at%20Pourville%20-%20Google%20Art%20Project.jpg?width=400,b4c1cf307f76,5c37529dab98,Painting,Art Institute of Chicago,oil paint,marine art,painting,Impressionism
Claude Monet,San Giorgio Maggiore at Dusk,1908,National Museum Cardiff,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Monet%2C%20Saint-Georges%20majeur%20au%20cr%C3%A9puscule.jpg?width=400,0fe0862d1c3b,5c37529dab98,Painting,National Museum Cardiff,oil paint,cityscape,painting,Impressionism
Pierre-Auguste Renoir,Luncheon of the Boating Party,1881,Phillips Collection,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre-Auguste%20Renoir%20-%20Luncheon%20of%20the%20Boating%20Party%20-%20Google%20Art%20Project.jpg?width=400,9c743e2d5230,5e9bd79d710b,Painting,The Phillips Collection,oil paint,genre art,painting,Impressionism
Pierre-Auguste Renoir,La Loge,1874,Courtauld Gallery,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Loge%20de%20P.-A.%20Renoir%20%28Fondation%20Vuitton%2C%20Paris%29%20%2846499625955%29.jpg?width=400,20c91f7d6850,5e9bd79d710b,Painting,Courtauld Gallery,oil paint,painting,painting,Unknown
Pierre-Auguste Renoir,Girl with a Hoop,1885,National Gallery of Art (Washington),http://commons.wikimedia.org/wiki/Special:FilePath/Girl%20with%20a%20Hoop.JPG?width=400,f961923ad260,5e9bd79d710b,Painting,National Gallery of Art,oil paint,portrait,painting,Unknown
Pierre-Auguste Renoir,By the Seashore,1883,Metropolitan Museum of Art,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre-Auguste%20Renoir%20-%20Femme%20assise%20au%20bord%20de%20la%20mer.jpg?width=400,85fee8ccda1b,5e9bd79d710b,Painting,Metropolitan Museum of Art,oil paint,portrait,painting,Impressionism
Vincent van Gogh,Sunflowers,1888,National Gallery (London),http://commons.wikimedia.org/wiki/Special:FilePath/Two%20sunflowers.jpg?width=400,b3ebcd406d33,4ba53b228e0f,Painting,Metropolitan Museum of Art,oil paint,floral painting,painting,Unknown
Vincent van Gogh,Irises,1889,J. Paul Getty Museum,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20van%20Gogh%20-%20Irises%20%281890%29.jpg?width=400,8c37e4dadceb,4ba53b228e0f,Painting,Metropolitan Museum of Art,oil paint,still life,painting,Unknown
Vincent van Gogh,Wheatfield with Crows,1890,Van Gogh Museum,http://commons.wikimedia.org/wiki/Special:FilePath/Korenveld%20met%20kraaien%20-%20s0149V1962%20-%20Van%20Gogh%20Museum.jpg?width=400,fe4483ca982f,4ba53b228e0f,Painting,Van Gogh Museum,oil paint,landscape painting,painting,Impressionism
Vincent van Gogh,Café Terrace at Night,1888,Kroller-Muller Museum,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20van%20Gogh%20%281853-1890%29%20Caf%C3%A9terras%20bij%20nacht%20%28place%20du%20Forum%29%20Kr%C3%B6ller-M%C3%BCller%20Museum%20Otterlo%2023-8-2016%2013-35-40.JPG?width=400,97097bcb4375,4ba53b228e0f,Painting,Kröller-Müller Museum,oil paint,cityscape,painting,Post-impressionism
Vincent van Gogh,Self-Portrait,1889,Musée d'Orsay,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20van%20Gogh%20-%20Self-Portrait%20-%20Google%20Art%20Project.jpg?width=400,eee0202e31ec,4ba53b228e0f,Painting,Musée d'Orsay,oil paint,self-portrait,painting,Unknown
Vincent van Gogh,Self-Portrait,1889,Musée d'Orsay,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20van%20Gogh%20-%20Self-Portrait%20-%201954.326%20-%20Art%20Institute%20of%20Chicago.jpg?width=400,ffa6d302a730,4ba53b228e0f,Painting,Art Institute of Chicago,oil paint,self-portrait,painting,Post-impressionism
Vincent van Gogh,The Night Café,1888,Yale University Art Gallery,http://commons.wikimedia.org/wiki/Special:FilePath/Night%20Cafe%20in%20Arles%2C%20The.jpg?width=400,60ab302928bb,4ba53b228e0f,Painting,Unknown,Unknown,genre art,painting series,Unknown
Vincent van Gogh,Portrait of Dr. Gachet,1890,Private Collection,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20van%20Gogh%20-%20Dr%20Paul%20Gachet%20-%20Google%20Art%20Project.jpg?width=400,74e024610466,4ba53b228e0f,Painting,Musée d'Orsay,oil paint,portrait,painting,Impressionism
Paul Cézanne,The Card Players,1895,Musée d'Orsay,http://commons.wikimedia.org/wiki/Special:FilePath/Les%20Joueurs%20de%20cartes%2C%20par%20Paul%20C%C3%A9zanne.jpg?width=400,13b8d8723152,383b261274f8,Painting,Musée d'Orsay,oil paint,genre art,painting,Post-impressionism
Paul Cézanne,Mont Sainte-Victoire,1902,Various Museums,http://commons.wikimedia.org/wiki/Special:FilePath/C%C3%A9zanne%20-%20Mont%20Sainte-Victoire%201902-06%20Met.jpg?width=400,89b6493e55e5,383b261274f8,Painting,Metropolitan Museum of Art,oil paint,landscape painting,painting,Unknown
Paul Cézanne,The Bathers,1906,Philadelphia Museum of Art,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20C%C3%A9zanne%20-%20The%20Bathers%20-%201942.457%20-%20Art%20Institute%20of%20Chicago.jpg?width=400,65a17bcf52a2,383b261274f8,Painting,Art Institute of Chicago,oil paint,Unknown,painting,Unknown
Paul Cézanne,Still Life with Apples,1895,Metropolitan Museum of Art,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20C%C3%A9zanne%2C%20Still%20Life%20With%20Apples%2C%20c.%201890.jpg?width=400,eebf2e79c128,383b261274f8,Painting,Hermitage Museum,oil paint,still life,painting,Unknown
Paul Cézanne,Self-Portrait,1879,Musée d'Orsay,http://commons.wikimedia.org/wiki/Special:FilePath/Self-Portrait%20by%20Paul%20C%C3%A9zanne%2C%20c.%201880-1881%2C%20Hermitage.JPG?width=400,97167b0f9dc7,383b261274f8,Painting,Hermitage Museum,Unknown,self-portrait,painting,Unknown
Paul Cézanne,The Basket of Apples,1893,Art Institute of Chicago,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20C%C3%A9zanne%20-%20The%20Basket%20of%20Apples%20-%201926.252%20-%20Art%20Institute%20of%20Chicago.jpg?width=400,20fdd23899f2,383b261274f8,Painting,Art Institute of Chicago,oil paint,still life,painting,Unknown
Paul Cézanne,The Boy in the Red Vest,1889,National Gallery of Art (Washington),http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20C%C3%A9zanne%20-%20Le%20Gar%C3%A7on%20au%20gilet%20rouge%20-%2018%20-%20Foundation%20E.G.%20B%C3%BChrle%20Collection.jpg?width=400,f2ffdc6a4340,383b261274f8,Painting,Foundation E.G. Bührle Collection,oil paint,portrait,painting,Impressionism
Paul Cézanne,Still Life with a Curtain,1895,State Hermitage Museum,http://commons.wikimedia.org/wiki/Special:FilePath/C%C3%A9zanne%2C%20Paul%20-%20Still%20Life%20with%20a%20Curtain.jpg?width=400,367edd742f44,383b261274f8,Painting,Hermitage Museum,oil paint,still life,painting,Unknown
Paul Cézanne,The Large Bathers,1906,Philadelphia Museum of Art,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20C%C3%A9zanne%20-%20The%20Large%20Bathers%20%28Les%20Grandes%20baigneuses%29%20-%20BF934%20-%20Barnes%20Foundation.jpg?width=400,d2555cdd0c81,383b261274f8,Painting,Barnes Foundation,oil paint,Unknown,painting,Unknown
Henri Matisse,Blue Nude,1907,Baltimore Museum of Art,http://commons.wikimedia.org/wiki/Special:FilePath/Nu%20bleu%20%28souvenir%20de%20Biskra%29%2C%20par%20Henri%20Matisse.jpg?width=400,e72adc117188,a18b77325eea,Painting,Baltimore Museum of Art,oil paint,nude,painting,modern art
Henri Matisse,The Snail,1953,Tate Modern,http://commons.wikimedia.org/wiki/Special:FilePath/Matisse%20-%20Carra%2C%20P18.jpg?width=400,ef1ff7f9d7c6,a18b77325eea,Painting,Tate Modern,paper,abstract art,painting,Unknown
Henri Matisse,Still Life with Geraniums,1910,Detroit Institute of Arts,http://commons.wikimedia.org/wiki/Special:FilePath/Nature%20morte%20aux%20g%C3%A9raniums%2C%20par%20Henri%20Matisse.webp?width=400,c0f76aaee031,a18b77325eea,Painting,Pinakothek der Moderne,oil paint,still life,painting,Unknown
Pablo Picasso,Guernica,1937,Museo Reina Sofía,http://commons.wikimedia.org/wiki/Special:FilePath/Mural%20del%20%22Guernica%22%20de%20Picasso.jpg?width=400,599dd0e7c5a4,9716719fb465,Painting,Museo Nacional Centro de Arte Reina Sofía,oil paint,history painting,painting,Surrealism
Pablo Picasso,Three Musicians,1921,Museum of Modern Art (NYC),http://commons.wikimedia.org/wiki/Special:FilePath/Stamp%20of%20India%20-%201982%20-%20Colnect%20169274%20-%20Picasso%20-%20Three%20Musicians.jpeg?width=400,a210ce1d9a31,9716719fb465,Painting,Museum of Modern Art,oil paint,self-portrait,painting,Cubism
Pablo Picasso,Family of Saltimbanques,1905,National Gallery of Art (Washington),http://commons.wikimedia.org/wiki/Special:FilePath/Facilitating%20Writing%20Writing%20Salon%20National%20Gallery%20of%20Art%202016.jpg?width=400,19a7d86bad5d,9716719fb465,Painting,National Gallery of Art,oil paint,Unknown,painting,Unknown
Wassily Kandinsky,Composition VIII,1923,Guggenheim Museum,http://commons.wikimedia.org/wiki/Special:FilePath/Kandinsky%20-%20Composition%208%2C%20July%201923.jpg?width=400,491d05e17627,7984839fc6f1,Painting,Solomon R. Guggenheim Museum,oil paint,abstract art,painting,Unknown
Wassily Kandinsky,Yellow-Red-Blue,1925,Centre Pompidou,http://commons.wikimedia.org/wiki/Special:FilePath/Kandinsky%20-%20Jaune%20Rouge%20Bleu.jpg?width=400,5a8633018a05,7984839fc6f1,Painting,Centre Georges Pompidou,oil paint,Unknown,painting,Unknown
Wassily Kandinsky,Several Circles,1926,Guggenheim Museum,http://commons.wikimedia.org/wiki/Special:FilePath/Vassily%20Kandinsky%2C%201926%20-%20Several%20Circles%2C%20Gugg%200910%2025.jpg?width=400,10b03cb699db,7984839fc6f1,Painting,Solomon R. Guggenheim Museum,oil paint,Unknown,painting,Expressionism
Wassily Kandinsky,Black Lines,1913,Guggenheim Museum,http://commons.wikimedia.org/wiki/Special:FilePath/Black%20Lines%20by%20Vasily%20Kandinsky%2C%201913.JPG?width=400,3bd85bfd5578,7984839fc6f1,Painting,Solomon R. Guggenheim Museum,oil paint,abstract art,painting,Unknown
Wassily Kandinsky,Composition X,1939,Swiss Private Collection,http://commons.wikimedia.org/wiki/Special:FilePath/Vassily%20Kandinsky%2C%201939%20-%20Composition%2010.jpg?width=400,e7c60cdd14ac,7984839fc6f1,Painting,Kunstsammlung Nordrhein-Westfalen,oil paint,abstract art,painting,Unknown
Edgar Degas,The Ballet Class,1874,Musée d'Orsay,http://commons.wikimedia.org/wiki/Special:FilePath/Edgar%20Degas%20-%20The%20Ballet%20Class%20-%20Google%20Art%20Project.jpg?width=400,1b34e92fedcd,731ca64e8d77,Painting,Musée d'Orsay,oil paint,genre art,painting,Impressionism
Edgar Degas,The Dance Class,1874,Metropolitan Museum of Art,http://commons.wikimedia.org/wiki/Special:FilePath/Edgar%20Degas%20The%20Dance%20Class.jpg?width=400,b0f452ba0061,731ca64e8d77,Painting,Metropolitan Museum of Art,oil paint,Unknown,painting,Impressionism
Edgar Degas,The Little Fourteen-Year-Old Dancer,1881,National Gallery of Art (Washington),http://commons.wikimedia.org/wiki/Special:FilePath/The%20Little%20Fourteen-Year-Old%20Dancer%20MET%20DP-14939-002.jpg?width=400,988718bc1ee2,731ca64e8d77,Painting,Metropolitan Museum of Art,Unknown,Unknown,statue,Unknown
Edgar Degas,The Bellelli Family,1862,Musée d'Orsay,http://commons.wikimedia.org/wiki/Special:FilePath/Edgar%20Degas%20-%20The%20Bellelli%20Family%20-%20Google%20Art%20Project.jpg?width=400,c8c5923850e9,731ca64e8d77,Painting,Musée d'Orsay,oil paint,family portrait,painting,Unknown
Edgar Degas,L'Absinthe,1876,Musée d'Orsay,http://commons.wikimedia.org/wiki/Special:FilePath/Edgar%20Degas%20-%20In%20a%20Caf%C3%A9%20-%20Google%20Art%20Project%202.jpg?width=400,d9ddf1b9d01c,731ca64e8d77,Painting,Musée d'Orsay,oil paint,genre art,painting,Impressionism
Edgar Degas,Combing the Hair,1896,National Gallery (London),http://commons.wikimedia.org/wiki/Special:FilePath/Edgar%20Germain%20Hilaire%20Degas%20008.jpg?width=400,107e70bbd232,731ca64e8d77,Painting,National Gallery,oil paint,genre art,painting,Unknown
Edgar Degas,The Tub,1886,Musée d'Orsay,http://commons.wikimedia.org/wiki/Special:FilePath/Edgar%20Germain%20Hilaire%20Degas%20031.jpg?width=400,c465d3705864,731ca64e8d77,Painting,Musée d'Orsay,pastel,nude,painting,Impressionism
Georges Seurat,A Sunday Afternoon on the Island of La Grande Jatte,1886,Art Institute of Chicago,http://commons.wikimedia.org/wiki/Special:FilePath/A%20Sunday%20on%20La%20Grande%20Jatte%2C%20Georges%20Seurat%2C%201884.jpg?width=400,f9b1a9a0084a,f9fa64570e73,Painting,Art Institute of Chicago,oil paint,genre art,painting,Post-impressionism
Georges Seurat,Bathers at Asnières,1884,National Gallery (London),http://commons.wikimedia.org/wiki/Special:FilePath/Baigneurs%20a%20Asnieres.jpg?width=400,2330db169f30,f9fa64570e73,Painting,National Gallery,oil paint,genre art,painting,Post-impressionism
Georges Seurat,The Circus,1891,Musée d'Orsay,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Seurat%20-%20The%20Circus%20-%20Google%20Art%20Project.jpg?width=400,f023a1666066,f9fa64570e73,Painting,Musée d'Orsay,oil paint,genre art,painting,Neo-impressionism
Georges Seurat,The Eiffel Tower,1889,Private Collection,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Seurat%20-%20La%20Tour%20Eiffel%20%28ca.%201889%29.jpg?width=400,14b6ea3e4925,f9fa64570e73,Painting,Legion of Honor,oil paint,cityscape,painting,pointillism
Georges Seurat,The Seine at Courbevoie,1885,Metropolitan Museum of Art,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Seurat%20-%20La%20Seine%20%C3%A0%20Courbevoie.jpg?width=400,850e219dcd3c,f9fa64570e73,Painting,Unknown,oil paint,landscape painting,painting,Unknown
Georges Seurat,Young Woman Powdering Herself,1890,Courtauld Gallery,http://commons.wikimedia.org/wiki/Special:FilePath/Young%20Woman%20Powdering%20Herself%20Georges%20Seurat.jpg?width=400,db81b20f8b5c,f9fa64570e73,Painting,Courtauld Gallery,oil paint,genre art,painting,Unknown
Marc Chagall,I and the Village,1911,Museum of Modern Art (NYC),http://commons.wikimedia.org/wiki/Special:FilePath/Marc%20Chagall%2C%20I%20and%20the%20Village%20%2850394064557%29.jpg?width=400,18409a57b4f8,e57235ff708f,Painting,Museum of Modern Art,oil paint,Unknown,painting,Surrealism
Marc Chagall,White Crucifixion,1938,Art Institute of Chicago,http://commons.wikimedia.org/wiki/Special:FilePath/Crocifissione%20Bianca.jpg?width=400,a423605ba3f8,e57235ff708f,Painting,Art Institute of Chicago,oil paint,religious art,painting,Unknown
Marc Chagall,Paris Through the Window,1913,Metropolitan Museum of Art,http://commons.wikimedia.org/wiki/Special:FilePath/Aerrapc%20Guggenheim%20art%20photo%20%2870%29.png?width=400,2f81f03f2555,e57235ff708f,Painting,Solomon R. Guggenheim Museum,oil paint,Unknown,painting,School of Paris
Marc Chagall,Self-Portrait with Seven Fingers,1913,Stedelijk Museum,http://commons.wikimedia.org/wiki/Special:FilePath/Self%20Portrait%20with%20Seven%20Fingers.jpg?width=400,f925c012a636,e57235ff708f,Painting,Stedelijk Museum Amsterdam,oil paint,self-portrait,painting,Unknown
